node_id,handle,canonical_name,object_type,in_degree,out_degree,total_degree,pagerank,scc_id,scc_size,seed_distance_undirected,is_seed,is_giant_scc,instance_count,namespace_count,equation_count
342,@curvature_singularity,Curvature Singularity,mathematical_object,3,134,137,0.00023888677126660047,0,1260,1,False,True,4,4,0
343,@curvature_two_form,Family: `F4_CURVATURE`,mathematical_object,31,135,166,0.00048760628862314054,0,1260,1,False,True,2,2,0
344,@dark_bridge_topologies,Dark Bridge Topologies,mathematical_object,1,1,2,0.000204795272723581,0,1260,2,False,True,3,3,0
345,@dark_matter_as_load_bearing_geometry,Dark-Matter-as-Load-Bearing-Geometry,mathematical_object,1,1,2,0.0002290140369933843,0,1260,2,False,True,3,3,0
346,@dark_matter_bridges_and_transport,Dark Matter Bridges and Transport,mathematical_object,2,2,4,0.0003970696938512549,0,1260,2,False,True,3,3,0
347,@dark_matter_formalization,Dark Matter Formalization,mathematical_object,1,1,2,0.0002290140369933843,0,1260,2,False,True,3,3,0
348,@dark_matter_geometry,Dark-Matter Geometry,mathematical_object,2,2,4,0.00023295355453309063,0,1260,2,False,True,3,3,0
349,@de_sitter_spacetime,De Sitter Spacetime,mathematical_object,3,132,135,0.0001633966603798605,0,1260,1,False,True,4,4,0
350,@decision_phase_potential,Decision Phase Potential,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
351,@definition_13_1_chirality,Definition 13.1 — Chirality,mathematical_object,1,1,2,0.000204795272723581,0,1260,2,False,True,2,2,0
352,@definition_14_2_mote_vacuum,Definition 14.2 — Mote Vacuum,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
353,@definition_2_1_phase_field,Definition 2.1 — Phase Field,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
354,@definition_2_2_chromatic_field,Definition 2.2 — Chromatic Field,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
355,@definition_5_1_phase_metric_contribution,Definition 5.1 — Phase Metric Contribution,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
356,@definition_5_2_composite_metric,Definition 5.2 — Composite Metric,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
357,@density_matrix,Family: `F15_INFORMATION`,mathematical_object,11,156,167,0.00041130284105573114,0,1260,1,False,True,2,2,0
358,@density_operators_and_sectors,Density operators and sectors,mathematical_object,2,2,4,0.000357592807189321,0,1260,2,False,True,2,2,0
359,@dependency_closure,Dependency Closure,mathematical_object,1,1,2,0.00035176703717482735,75,1,6,False,False,2,2,0
360,@dependency_composition,Dependency Composition,mathematical_object,2,1,3,0.0006338329720433017,1,14,5,False,False,2,2,0
361,@dependency_graph,Dependency graph,mathematical_object,14,15,29,0.004219762419107019,1,14,5,False,False,4,4,0
362,@dependency_landscape,Dependency Landscape,mathematical_object,1,0,1,0.00035176703717482735,76,1,6,False,False,4,4,0
363,@dependency_preserving_map,Dependency-Preserving Map,mathematical_object,1,1,2,0.00035176703717482735,1,14,6,False,False,2,2,0
364,@dependency_subgraph,Dependency Subgraph,mathematical_object,1,1,2,0.00035176703717482735,1,14,6,False,False,2,2,0
365,@detector_observable,@detector_observable,mathematical_object,1,0,1,0.0001736532328654637,41,1,2,False,False,2,2,0
366,@diffeomorphism,Family: `F1_DIFFERENTIAL_FOUNDATION`,mathematical_object,9,133,142,0.000208463583671012,0,1260,1,False,True,2,2,0
367,@diffeomorphism_invariance,Diffeomorphism Invariance,mathematical_object,416,146,562,0.0028158727371101803,0,1260,1,False,True,4,4,0
368,@differential_form,Family: `F1_DIFFERENTIAL_FOUNDATION`,mathematical_object,17,137,154,0.0002475750466474552,0,1260,1,False,True,2,2,0
369,@differential_geometry,Differential Geometry,mathematical_object,416,210,626,0.00275983277456542,0,1260,1,False,True,3,3,0
370,@differential_geometry_and_metrics,Differential geometry and metrics,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
371,@dimensionality_audit,@dimensionality_audit,mathematical_object,1,0,1,0.0005127827592491934,56,1,2,False,False,2,2,6
372,@distinction,@distinction,mathematical_object,1,1,2,0.00016052083426012164,72,1,3,False,False,2,2,0
373,@distributed_field_computation,Distributed Field Computation,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
374,@divergence_field,Divergence Field,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
375,@dm_chirality_byte_basin_probe_family,Chirality-Byte / Basin Finite Probe Family,qmo_derived_mathematical_object,2,3,5,0.0002891741958437501,0,1260,2,False,True,2,2,0
376,@dm_chirality_seed_byte_probe_basis,Recovered Chirality Seed / Byte Probe Basis,qmo_derived_mathematical_object,3,5,8,0.0003149092800710605,0,1260,2,False,True,2,2,0
377,@dm_chirality_seed_contrast_normal_form,Chirality-Seed Mirror Contrast Normal Form,qmo_derived_mathematical_object,2,3,5,0.00021372874653539464,0,1260,3,False,True,2,2,0
378,@dm_chirality_seed_timeshell_gravity_fiber_test,Canonical Chirality-Seed Time-Shell Gravity Fiber Test,qmo_derived_mathematical_object,0,5,5,0.00011264619953181728,90,1,2,False,False,2,2,0
379,@dm_chromatic_optional_branch,Optional Chromatic/Basin Representation Branch,mathematical_object,1,1,2,0.00023722498519995232,0,1260,3,False,True,1,1,0
380,@dm_conditional_action_dark_readout_witness,Conditional Action-Lane Dark Readout Witness,qmo_derived_mathematical_object,1,2,3,0.00013658351689596946,93,1,3,False,False,2,2,0
381,@dm_conditional_boundary_residue_seed,Conditional Hidden Boundary/Residue Seed,qmo_derived_mathematical_object,3,4,7,0.00020600173732767259,94,1,2,False,False,2,2,0
382,@dm_conditional_dark_readout_witness,Conditional Dark-Readout Factorization Witness,qmo_derived_mathematical_object,0,3,3,0.00011264619953181728,95,1,3,False,False,2,2,0
383,@dm_conditional_direct_timeshell_dark_readout_witness,Conditional Direct Time-Shell Dark-Readout Witness,qmo_derived_mathematical_object,1,3,4,0.00014188568933403843,6,2,2,False,False,2,2,0
384,@dm_conditional_event_density_source_separation,Conditional Event-Level Density / UCM Source Separation,qmo_derived_mathematical_object,1,5,6,0.0001357183126752395,7,2,2,False,False,2,2,0
385,@dm_conditional_q_handoff_distinction,Conditional Projection-Residue/Q Handoff Distinction,qmo_derived_mathematical_object,2,3,5,0.00016052083426012164,101,1,2,False,False,2,2,0
386,@dm_conditional_qualification_witness,Conditional Dark-Matter Qualification Witness,qmo_derived_mathematical_object,0,4,4,0.00011264619953181728,102,1,2,False,False,2,2,0
387,@dm_conditional_response_trace_residue_survival,Conditional Hidden Response-Trace Residue Survival,qmo_derived_mathematical_object,1,4,5,0.00015382411639626608,8,2,2,False,False,2,2,0
388,@dm_conditional_scalar_stress_active_witness,Conditional Scalar-Proxy Stress-Active Witness,qmo_derived_mathematical_object,1,5,6,0.00017069419419663267,92,1,2,False,False,2,2,0
389,@dm_conditional_ucm_dynamic_event_witness,Conditional UCM Dynamic-Event Separation Witness,qmo_derived_mathematical_object,1,5,6,0.0001357183126752395,7,2,2,False,False,2,2,0
390,@dm_conditional_ucm_qualification_witness,Conditional UCM-Native Dark-Matter Qualification Witness,qmo_derived_mathematical_object,0,4,4,0.00011264619953181728,107,1,2,False,False,2,2,0
391,@dm_conditional_ucm_stress_energy_witness,Conditional UCM Hidden Stress-Energy Witness,qmo_derived_mathematical_object,1,5,6,0.00013658351689596946,106,1,2,False,False,2,2,0
392,@dm_constraint_preserving_embedding_family,Constraint-Preserving Hidden-State Embedding Family,mathematical_object,1,74,75,0.00014175220773658407,0,1260,1,False,True,2,2,0
393,@dm_continuity_laplacian,Selected Continuity Graph Laplacian,mathematical_object,5,6,11,0.00018872318404911928,0,1260,2,False,True,2,2,0
394,@dm_covariant_hidden_action_family,Covariant Hidden-Sector Action Family,mathematical_object,5,37,42,0.0004255005716542993,0,1260,1,False,True,2,2,0
395,@dm_dark_matter_qualification_locus,Dark-Matter Qualification Locus,mathematical_object,6,91,97,0.0005373266851884293,0,1260,1,False,True,2,2,0
396,@dm_dark_matter_qualification_nonempty,Dark-Matter Qualification Nonemptiness,mathematical_object,2,1,3,0.00022754532287974776,108,1,2,False,False,1,1,0
397,@dm_dark_readout_defect,Dark Readout Factorization Defect,mathematical_object,8,3,11,0.00039661946908017533,0,1260,2,False,True,2,2,0
398,@dm_density_profile_readout_factorization_gate,Resolution-Profile Readout Factorization Gate,qmo_derived_mathematical_object,0,4,4,0.00011264619953181728,109,1,1,False,False,2,2,0
399,@dm_direct_cycle_gravity_no_go,Direct Cycle-Gravity Kernel No-Go,mathematical_object,0,1,1,0.00011264619953181728,110,1,2,False,False,1,1,0
400,@dm_energy_gravity_consistency_filter,Energy-Gravity Consistency Filter,mathematical_object,2,31,33,0.00020974210771879337,0,1260,1,False,True,2,2,0
401,@dm_er_branch_readout_separation,ER-Foam Matter/Gravity Branch Readout Separation,mathematical_object,4,43,47,0.0002612890890773783,0,1260,1,False,True,2,2,0
402,@dm_explicit_two_port_continuity_residual_witness,Explicit Two-Port Hidden Continuity Residual Witness,qmo_derived_mathematical_object,3,3,6,0.00022159202012576564,0,1260,2,False,True,2,2,0
403,@dm_formal_persistence_qualification,Hidden-State Formal Persistence Qualification,mathematical_object,5,68,73,0.00012712933368483475,0,1260,1,False,True,2,2,0
404,@dm_hidden_boundary_contact,Hidden Persistent-Boundary Contact Set,mathematical_object,4,70,74,0.00016732586049425548,0,1260,1,False,True,2,2,0
405,@dm_hidden_boundary_response_form,Hidden Boundary-Response Form,mathematical_object,0,8,8,0.00011264619953181728,111,1,2,False,False,2,2,0
406,@dm_hidden_persistent_subset,Hidden Persistent Subset,mathematical_object,4,69,73,0.00012558230528423136,0,1260,1,False,True,2,2,0
407,@dm_hidden_relational_load,Hidden Relational-Capacity Load,mathematical_object,3,71,74,0.0002349195216918171,0,1260,1,False,True,2,2,0
408,@dm_hidden_response_operator,Hidden S3 to S2 Response Operator,mathematical_object,6,8,14,0.0003749643206390386,0,1260,2,False,True,2,2,0
409,@dm_hidden_s3_network,Hidden S3 Multi-Port Continuity Network,mathematical_object,11,70,81,0.0006794941024011761,0,1260,1,False,True,2,2,0
410,@dm_hidden_sector_conservation,Hidden-Sector Conservation / Exchange Law,mathematical_object,2,33,35,0.0001232525071287139,0,1260,1,False,True,2,2,0
411,@dm_hidden_state_bundle,Hidden S3 Relational-State Bundle,mathematical_object,2,73,75,0.00014338044255420414,0,1260,1,False,True,2,2,0
412,@dm_hidden_state_embedding,Hidden S3 State Embedding into Inherited State Bundle,mathematical_object,7,4,11,0.00013696945019422047,0,1260,2,False,True,2,2,0
413,@dm_history_support_preorder,History-Support Preorder,mathematical_object,0,51,51,0.00011264619953181728,113,1,1,False,False,2,2,0
414,@dm_history_to_continuity_strength,History Support to Continuity-Strength Transduction,mathematical_object,1,1,2,0.00011452363618782921,112,1,2,False,False,1,1,0
415,@dm_joint_hidden_network_witness,Joint Hidden-Network Load/Response Witness,qmo_derived_mathematical_object,6,3,9,0.00040065270521472986,0,1260,2,False,True,2,2,0
416,@dm_live_qualification_cut,Live Qualification Critical-Cut Object,mathematical_object,0,1,1,0.00011264619953181728,114,1,3,False,False,1,1,0
417,@dm_local_capacity_envelope,Local Constitutive Capacity Envelope,mathematical_object,7,1,8,0.00014078138969808785,0,1260,2,False,True,2,2,0
418,@dm_local_continuity_response_coefficient,Local Continuity Response Coefficient,mathematical_object,6,3,9,0.000309548489463536,0,1260,2,False,True,2,2,0
419,@dm_metric_action_selection,Metric-Coupled Hidden Action Selection,mathematical_object,6,5,11,0.00035595233952085754,0,1260,2,False,True,2,2,0
420,@dm_metric_active_representation_witness,Metric-Active Hidden Representation Witness,mathematical_object,0,4,4,0.00011264619953181728,115,1,2,False,False,1,1,0
421,@dm_mode0_access_interface,Mode-0 / White-State Access Interface,mathematical_object,1,2,3,0.00013986104067207697,0,1260,2,False,True,2,2,0
422,@dm_mode0_network_selection_rule,Mode-0 Hidden-Network Selection Rule,mathematical_object,1,1,2,0.00017208714128324652,0,1260,2,False,True,1,1,0
423,@dm_native_density_to_readable_source,Native Density Profile to Readable Source,mathematical_object,9,2,11,0.0005275027012210799,0,1260,2,False,True,2,2,0
424,@dm_native_hidden_witness,Native Hidden-Network Witness,mathematical_object,1,77,78,0.00022616446666279703,0,1260,1,False,True,2,2,0
425,@dm_omega_to_chromatic_representation,Chirality-Space to Chromatic/Basin Representation,mathematical_object,2,1,3,0.00014656327718206305,0,1260,2,False,True,1,1,0
426,@dm_one_port_no_go,Free One-Port Hidden Appendage No-Go,mathematical_object,1,1,2,0.00011766518489246515,0,1260,2,False,True,1,1,0
427,@dm_port_response_trace_invariant,Hidden Port-Response Trace Invariant,qmo_derived_mathematical_object,1,4,5,0.0001453338242678781,105,1,2,False,False,2,2,0
428,@dm_projection_residue_survival,Projection-Residue Survival Test,mathematical_object,6,73,79,0.0002701239088371021,0,1260,1,False,True,2,2,0
429,@dm_projection_symmetry_response_action,@dm_projection_symmetry_response_action,mathematical_object,1,0,1,0.00014352963718015387,103,1,3,False,False,1,1,0
430,@dm_q_completion_family,Residue-Bundle Q-Completion Family,mathematical_object,6,2,8,0.0002558073480768634,0,1260,2,False,True,2,2,0
431,@dm_q_survival,Q-Handoff Survival Theorem,mathematical_object,4,76,80,0.00024499073534857646,0,1260,1,False,True,2,2,0
432,@dm_resolution_density_profile,Resolution-Level Hidden Density Profile,mathematical_object,7,76,83,0.0005595777117249439,0,1260,1,False,True,2,2,0
433,@dm_response_spectrum_residue_discriminator,Hidden Port-Response Spectrum Residue Discriminator,qmo_derived_mathematical_object,1,3,4,0.00014352963718015387,104,1,2,False,False,2,2,0
434,@dm_response_trace_q_handoff_witness,Hidden Response-Trace Q-Handoff Survival Witness,qmo_derived_mathematical_object,1,3,4,0.0001453338242678781,8,2,2,False,False,2,2,0
435,@dm_runtime_transition_capacity,Runtime Transition Capacity,mathematical_object,8,68,76,0.0002604455721167404,0,1260,1,False,True,2,2,0
436,@dm_source_backfilled_master_map,Source-Backfilled Dark Matter Master Map,qmo_derived_mathematical_object,0,1,1,0.00011264619953181728,118,1,4,False,False,2,2,0
437,@dm_source_density_geometry_calibration,Source Density-to-Geometry Calibration Witness,qmo_derived_mathematical_object,1,4,5,0.00013179605342313904,119,1,1,False,False,2,2,0
438,@dm_source_er_effective_model_closure,Source-Effective ER Dark Matter Model Closure,qmo_derived_mathematical_object,0,5,5,0.00011264619953181728,121,1,2,False,False,2,2,0
439,@dm_source_er_gravitational_readout_chain,Source ER Gravitational Readout Chain,qmo_derived_mathematical_object,1,5,6,0.00013179605342313904,120,1,2,False,False,2,2,0
440,@dm_stress_active_action_fiber,Stress-Active Covariant Hidden Action Fiber,qmo_derived_mathematical_object,2,3,5,0.0002374134820142661,91,1,2,False,False,2,2,0
441,@dm_stress_active_action_fiber_nonempty,Stress-Active Covariant Hidden Action Nonemptiness,mathematical_object,0,1,1,0.00011264619953181728,122,1,3,False,False,1,1,0
442,@dm_stress_energy_realization_family,Hidden Stress-Energy Realization Family,mathematical_object,6,32,38,0.0003097085864959073,0,1260,1,False,True,2,2,0
443,@dm_stress_energy_separation_gate,Stress-Energy Separation Gate,mathematical_object,2,36,38,0.0002366395455103484,0,1260,1,False,True,2,2,0
444,@dm_two_port_timeshell_gravity_fiber_test,Two-Port Time-Shell Gravity Fiber Test,qmo_derived_mathematical_object,2,5,7,0.00017199699871275092,6,2,2,False,False,2,2,0
445,@dm_ucm_dynamic_event_survival,@dm_ucm_dynamic_event_survival,mathematical_object,2,0,2,0.0001627126850707622,97,1,3,False,False,1,1,0
446,@dm_ucm_event_source_fiber_separation,@dm_ucm_event_source_fiber_separation,mathematical_object,2,0,2,0.0001627126850707622,96,1,3,False,False,1,1,0
447,@dm_ucm_event_to_source_nonannihilation,UCM Event-to-Readable-Source Nonannihilation Gate,qmo_derived_mathematical_object,2,2,4,0.0001628597697932661,99,1,2,False,False,2,2,0
448,@dm_ucm_source_domain_distinction,Hidden-Network UCM Source-Domain Distinction,qmo_derived_mathematical_object,3,3,6,0.00023207517196738235,98,1,2,False,False,2,2,0
449,@dm_ucm_topology_source_scope_inclusion,UCM Topology-Bearing Source-Scope Inclusion,qmo_derived_mathematical_object,0,3,3,0.00011264619953181728,123,1,2,False,False,2,2,0
450,@dm_ucm_two_gate_factorization,UCM Dynamic-Event / Readable-Source Two-Gate Factorization,qmo_derived_mathematical_object,2,5,7,0.0001587904258186617,100,1,3,False,False,2,2,0
451,@dm_xapi_density_readout_factorization,Native-Density Readout Factorization,qmo_derived_mathematical_object,0,3,3,0.00011264619953181728,124,1,2,False,False,2,2,0
452,@dm_xapi_energy_density_stress_corridor,Dark-Matter Resolution Density -> Stress-Energy Cross-API Corridor,qmo_derived_mathematical_object,2,3,5,0.0003379761475311346,116,1,2,False,False,2,2,0
453,@dm_xapi_master_dependency_map,Dark Matter / API 4.3 Master Dependency Map,qmo_derived_mathematical_object,2,1,3,0.00022754532287974776,117,1,3,False,False,2,2,0
454,@domain_of_dependence,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,416,135,551,0.0026971224817787065,0,1260,1,False,True,2,2,0
455,@dominant_energy_condition,Dominant Energy Condition,mathematical_object,6,133,139,0.00032312145764733767,0,1260,1,False,True,4,4,0
456,@dot_notation,Dot Notation Evolution Grammar,Language,2,4,6,0.00024157296042030804,0,1260,2,False,True,2,2,0
457,@dynamical_horizon,Family: `F10_BLACK_HOLE_GEOMETRY`,mathematical_object,40,136,176,0.0004936877923024114,0,1260,1,False,True,2,2,0
458,@economic_phase_fields_and_resource_flow_geometry,Economic Phase Fields and Resource Flow Geometry,mathematical_object,3,3,6,0.0005583752827842564,0,1260,2,False,True,2,2,0
459,@economic_phase_potential,Economic Phase Potential,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
460,@eddington_finkelstein_coordinates,Family: `F9_EXACT_SOLUTIONS`,mathematical_object,4,132,136,0.00018151524440865457,0,1260,1,False,True,2,2,0
461,@effective_contribution_to_geometry,Effective contribution to geometry,mathematical_object,1,1,2,0.00012256150530633305,0,1260,2,False,True,3,3,0
462,@effective_fluid_mapping,Effective Fluid Mapping,mathematical_object,1,1,2,0.0002352783665592439,0,1260,3,False,True,2,2,0
463,@effective_lensing_metric,Effective lensing metric,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
464,@effective_masslessness,@effective_masslessness,mathematical_object,3,1,4,0.00078258086279869,0,1260,2,False,True,2,2,0
465,@effective_potential,Family: `F16_PERTURBATIONS_STABILITY`,mathematical_object,419,135,554,0.002717416527786566,0,1260,1,False,True,2,2,0
466,@egress_curvature_binds,Egress: Curvature Binds,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
467,@egress_flow_accepts_the_team,Egress: Flow Accepts the Team,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
468,@egress_the_door_to_deeper_resonance_opens,Egress: The Door to Deeper Resonance Opens,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
469,@einstein_field_equation,Einstein Field Equation,mathematical_object,444,297,741,0.0032867658898100955,0,1260,1,False,True,6,6,0
470,@einstein_field_relation,Einstein Field Relation,mathematical_object,2,2,4,0.00033394471217545324,0,1260,2,False,True,2,2,0
471,@einstein_hilbert_action,Einstein Hilbert Action,mathematical_object,437,282,719,0.003019384993101347,0,1260,1,False,True,4,4,0
472,@einstein_limit,Einstein Limit,mathematical_object,2,1,3,0.0005284995710634259,0,1260,2,False,True,3,3,0
473,@einstein_tensor,Einstein Tensor,mathematical_object,439,278,717,0.0032428882928510856,0,1260,1,False,True,4,4,0
474,@emergent_electromagnetism_and_fields,Emergent Electromagnetism and Fields,mathematical_object,2,2,4,0.0002935494646087368,0,1260,2,False,True,2,2,0
475,@energy_bands_as_geometric_density,Energy Bands as Geometric Density,mathematical_object,3,3,6,0.00044966973001564915,0,1260,2,False,True,2,2,0
476,@energy_condition,Energy Condition,mathematical_object,415,141,556,0.0028055784426650895,0,1260,1,False,True,4,4,0
477,@energy_density,Energy Density,mathematical_object,22,4,26,0.0012494757353964311,0,1260,1,False,True,4,4,0
478,@energy_transport_efficiency,Energy Transport Efficiency,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
479,@entanglement_and_curvature,Entanglement and Curvature,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
480,@entanglement_curvature_ansatz,Entanglement-curvature ansatz,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
481,@entanglement_entropy,Family: `F15_INFORMATION`,mathematical_object,7,152,159,0.00033677804689936095,0,1260,1,False,True,2,2,0
482,@entropic_curvature_and_er_structure,Entropic Curvature and ER Structure,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
483,@entropy_and_information_across_the_bounce,Entropy and Information Across the Bounce,mathematical_object,1,1,2,0.0001945288069456473,0,1260,3,False,True,2,2,0
484,@entropy_as_a_phase_gradient_flow,Entropy as a Phase-Gradient Flow,mathematical_object,3,3,6,0.0005110363003807787,0,1260,2,False,True,2,2,0
485,@entropy_current,Entropy Current,mathematical_object,2,2,4,0.00036258446380351794,0,1260,2,False,True,2,2,0
486,@entropy_currents_on_the_time_phase_shell,Entropy Currents on the Time-Phase Shell,mathematical_object,3,3,6,0.0005110363003807787,0,1260,2,False,True,2,2,0
487,@entropy_production,Entropy production,mathematical_object,1,1,2,0.0001945288069456473,0,1260,3,False,True,2,2,0
488,@environment,Environment,mathematical_object,2,3,5,0.0003300168896247733,0,1260,2,False,True,4,4,0
489,@environment_address_space,Environment Address Space,StateSpace,2,5,7,0.0002478961961415702,0,1260,1,False,True,2,2,0
490,@epoch_transitions_driven_by_phase_thermodynamics,Epoch Transitions Driven by Phase Thermodynamics,mathematical_object,2,2,4,0.00034298064352290803,0,1260,3,False,True,2,2,0
491,@equation_of_state,Family: `F18_COSMOLOGY`,mathematical_object,34,137,171,0.00042320061915541367,0,1260,1,False,True,2,2,0
492,@equilibrium_conditions,Equilibrium Conditions,mathematical_object,1,1,2,0.0001945288069456473,0,1260,3,False,True,2,2,0
493,@equilibrium_fluctuations_and_phase_stability_bands,"Equilibrium, Fluctuations, and Phase-Stability Bands",mathematical_object,2,2,4,0.00034298064352290803,0,1260,3,False,True,2,2,0
494,@er_bridges_and_dark_matter_geometry,ER Bridges and Dark Matter Geometry,mathematical_object,1,1,2,0.0002290140369933843,0,1260,2,False,True,3,3,0
495,@er_contribution_to_geometry,ER Contribution to Geometry,mathematical_object,2,1,3,0.00015376488246157454,0,1260,2,False,True,3,3,0
496,@er_foam,ER Foam,mathematical_object,59,156,215,0.0009980804178752764,0,1260,1,False,True,6,6,0
497,@er_foam_geodesic_structure,ER-Foam Geodesic Structure,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
498,@er_graph_distance_to_effective_metric,ER graph distance to effective metric,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
499,@er_metric_contribution,ER metric contribution,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
500,@er_modified_mass_profiles,ER-Modified Mass Profiles,mathematical_object,2,1,3,0.00026093046014558725,0,1260,2,False,True,2,2,0
501,@er_network,ER network,mathematical_object,6,4,10,0.0009900132006767466,0,1260,2,False,True,4,4,0
502,@er_network_reconfiguration,ER-Network Reconfiguration,mathematical_object,2,2,4,0.0012282807947439885,0,1260,2,False,True,2,2,0
503,@er_network_scaling_in_the_cosmic_web,ER-Network Scaling in the Cosmic Web,mathematical_object,1,0,1,0.00016052083426012164,125,1,4,False,False,2,2,0
504,@er_networks_as_quantum_circuits,ER Networks as Quantum Circuits,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
505,@er_stabilized_energy_conduits_and_micro_wormhole_transport,ER-Stabilized Energy Conduits and Micro-Wormhole Transport,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
506,@er_thermal_variance,ER thermal variance,mathematical_object,1,1,2,0.0001945288069456473,0,1260,3,False,True,2,2,0
507,@er_throat_incidence,ER Throat Incidence,mathematical_object,2,2,4,0.000347529760495887,0,1260,3,False,True,2,2,0
508,@ergoregion,Family: `F10_BLACK_HOLE_GEOMETRY`,mathematical_object,414,165,579,0.002679466601311214,0,1260,1,False,True,2,2,0
509,@ergosphere,Family: `F10_BLACK_HOLE_GEOMETRY`,mathematical_object,414,165,579,0.002679466601311214,0,1260,1,False,True,2,2,0
510,@ernetwork,ERNetwork,mathematical_object,1,132,133,0.0001388159827546282,0,1260,1,False,True,4,4,0
511,@ethical_gradient_flow,Ethical Gradient Flow,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
512,@ethical_optimization_and_phase_informed_governance,Ethical Optimization and Phase-Informed Governance,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
513,@ethical_phase_gradients_and_moral_field_dynamics,Ethical Phase Gradients and Moral Field Dynamics,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
514,@euclidean_periodicity,Family: `F14_HAWKING_THERMODYNAMICS`,mathematical_object,51,146,197,0.0007058890287003856,0,1260,1,False,True,2,2,0
515,@evaporation,@evaporation,mathematical_object,1,0,1,0.0005221190847985615,68,1,2,False,False,2,2,0
516,@evaporation_time,Evaporation Time,mathematical_object,62,147,209,0.0007452768420641418,0,1260,1,False,True,3,3,0
517,@event_horizon,Family: `F10_BLACK_HOLE_GEOMETRY`,mathematical_object,422,168,590,0.003543314689393109,0,1260,1,False,True,2,2,0
518,@event_horizon_cosmology,Family: `F18_COSMOLOGY`,mathematical_object,35,133,168,0.00046687722455495035,0,1260,1,False,True,2,2,0
519,@event_horizon_telescope,Family: `F17_OBSERVABLES`,mathematical_object,37,137,174,0.0004529745256506316,0,1260,1,False,True,2,2,0
520,@evolution_equations,Family: `F6_INITIAL_VALUE_ADM`,mathematical_object,26,146,172,0.00023900758827264068,0,1260,1,False,True,2,2,0
521,@exotic_matter_and_er_foam,Exotic Matter and ER Foam,mathematical_object,1,1,2,0.0002290140369933843,0,1260,2,False,True,2,2,0
522,@expansion_scalar,Family: `F3_CONNECTION_MOTION`,mathematical_object,418,134,552,0.002802069058235452,0,1260,1,False,True,2,2,0
523,@explicit_lattice_update,Explicit lattice update,mathematical_object,1,1,2,0.0002412249697277539,0,1260,3,False,True,2,2,0
524,@exponential_map,Family: `F3_CONNECTION_MOTION`,mathematical_object,1,132,133,0.00012080242607970728,0,1260,1,False,True,2,2,0
525,@exponential_null_coordinate_relation,@exponential_null_coordinate_relation,mathematical_object,2,2,4,0.00016337523096138495,0,1260,1,False,True,2,2,0
526,@exterior_derivative,Family: `F1_DIFFERENTIAL_FOUNDATION`,mathematical_object,15,135,150,0.0002444978195242748,0,1260,1,False,True,2,2,0
527,@extrinsic_curvature,Family: `F6_INITIAL_VALUE_ADM`,mathematical_object,27,148,175,0.0003305774072623389,0,1260,1,False,True,2,2,0
528,@fermi_normal_coordinates,Family: `F3_CONNECTION_MOTION`,mathematical_object,2,133,135,0.000122138247483364,0,1260,1,False,True,2,2,0
529,@field_computing_architecture,Field Computing Architecture,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
530,@field_content,Field Content,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
531,@field_encoding,Field Encoding,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
532,@field_equations,Field equations,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
